longitud,latitud,Enotourism,valoracion,n_valoraciones,esta_trip,total_visits_similar,Antiguedad.empresa,Tamaño,Productividad,Rentabilidad
-3.93389,41.69416,0,4.5,10.0,0,,24,1.76234292304018,4.42193654699298,-1.08749509975388
-3.69082,41.66783,0,5.0,7.0,0,,24,-3.15258934694665,-4.13912104320895,-1.8553508555809
-3.78058,41.64936,0,4.7,37.0,0,2200.0,22,0.735990684733503,0.0894958968521068,-0.0278970812995933
-3.7212,42.37138,0,4.0,10.0,0,951.0,24,0.252822736831805,0.247677553351088,0.0599133038110127
-3.96391,41.61405,1,4.7,103.0,0,4700.0,24,4.80605768934467,2.33734336639869,0.647900114298568
-3.68636,41.66952,0,4.6,20.0,0,5800.0,24,-0.578233073481897,-0.05662814626581,0.118255979247307
-3.87541,41.74104,1,4.8,78.0,0,1400.0,23,5.14370159693,2.08202017101005,0.947814602607608
-3.74169,41.6827,0,,,0,270.0,23,-1.26645161718462,0.234880278662341,-0.31879619717531
-3.69018,41.66918,0,4.8,22.0,1,747.0,23,-1.11221767220615,0.126649846459018,0.128785794273017
-3.87482,41.7417,0,4.6,25.0,1,,23,-0.859524535181597,0.277309768760428,-0.0784676208771381
-3.64080598,41.5915137,0,4.6,18.0,0,946.0,22,0.0260030977656511,0.106240782971265,-0.12478719907157
-3.84390267,41.8188941,1,4.8,10.0,0,1200.0,22,-1.10130478866827,0.625518619952354,-0.109432592181216
-3.80493153,41.75234853,0,4.9,35.0,0,3500.0,21,0.292036600089271,0.594664678182635,0.0881964491908141
-2.93788255,42.60220583,1,5.0,2.0,0,7000.0,21,-0.72734256905064,-0.408260698277021,-0.374819783149053
-3.7026332,41.6674635,0,4.9,8.0,0,3600.0,21,-0.868041277426165,0.654753184483198,-0.432968101251593
-3.686687,41.726664,1,,,0,6500.0,21,-0.810638096787729,0.0441949363133179,-0.069900780311103
-3.887752,41.759285,1,3.3,35.0,0,2000.0,20,0.0594292406619689,1.41862285384403,-0.724940097625227
-4.01517902,41.5755421,0,4.8,4.0,0,460.0,20,-0.883078880939866,0.153225888956038,-0.642463707105816
-3.760885,41.745314,0,5.0,2.0,0,,19,-1.42362011701656,-0.230150474675167,0.403976337411374
-3.98885,42.20606,1,4.9,106.0,0,3600.0,19,-1.13800622527596,-1.30518712655439,0.795361263631457
-3.68444,41.6699,0,5.0,2.0,0,1500.0,19,-1.69706894934641,-0.303885837290705,0.372778892112759
-3.93363431,41.7835701,1,4.5,11.0,0,,17,-1.26466711996218,-0.066489857903814,0.346474680666589
-3.68850621,41.66836939,1,,,0,953.0,16,-1.35933498637552,0.481957682405345,1.18943932090586
-3.70859349,41.69000764,0,4.9,126.0,1,4700.0,15,1.33996352149365,-0.0729335137321584,-0.760842762536081
-2.94659,42.6865,0,4.5,6.0,0,726.0,13,-1.80340439100368,-1.19944937529355,-0.0363344751223257
-3.5220473,41.6834075,0,,,0,11500.0,12,-0.0351975137237627,1.07696383794883,-0.281644090073587
-3.5866896,41.8017679,0,4.6,22.0,0,,12,-0.835259064428156,0.174539885360506,0.0259225832526032
-3.68949,41.67122,0,,,0,4000.0,12,-1.60361277192624,-0.155829643293845,0.760406148963396
-3.75982458,42.02808656,1,4.6,59.0,1,6600.0,11,2.12404647949014,-1.35520397008759,0.443843024408014
-3.940046,41.69175,0,5.0,11.0,0,2200.0,9,0.438161774023732,3.08718455953417,0.710308176006053
-3.63011,41.67459,0,5.0,6.0,0,,9,-1.62027812544854,-0.601632511775764,0.450364932351387
-3.68850621,41.66836939,0,,,0,928.0,9,-1.64464717750248,-0.150264166081789,0.369974525285081
-3.82369,41.78038,1,4.0,3.0,0,41100.0,8,-1.40173598300371,-1.04843256098707,-0.0888978432948482
-5.3865,39.37767,1,5.0,5.0,0,7100.0,10,-1.76142045733384,-0.836205055784276,0.923233930484664
-5.19952155,39.70496869,1,4.8,29.0,1,535.0,7,-1.71071794647994,-0.488609799171232,0.507407432921066
-5.38703,39.37718,0,4.5,15.0,0,,6,-1.23982198690616,0.119388025904687,-1.13840804380812
-6.34438,36.76625,0,4.8,9.0,0,540.0,28,-0.0417174936427299,0.902670879410768,0.229047661707312
-6.36064,36.62234,1,4.5,606.0,0,3500.0,24,0.796829388135555,-0.0563953834836651,0.0429740879047376
-6.13044,36.69762,1,4.8,110.0,1,3200.0,35,0.769289289152765,-0.655228751236313,0.552565016098234
-6.12777216,36.67765495,1,4.6,44.0,1,7500.0,30,-1.38498165781103,-1.05554742173419,-0.146714994376561
-6.12612,36.71057,1,4.5,44.0,1,5500.0,29,-0.613771008817003,0.450983047718716,-0.176001576323767
-6.13657,36.6794,1,4.8,71.0,1,2000.0,28,-1.42281645150826,0.0208687935522019,0.297794256808967
-6.13387,36.66585,0,4.9,8.0,0,,26,0.080916713606615,0.787555810001375,0.732622034485303
-6.14316,36.68903,1,4.5,43.0,1,10400.0,42,0.700017656861817,1.21154177004228,0.0130417365163086
-6.13509,36.67797,0,5.0,3.0,0,460.0,22,-1.17783305571406,-0.0303104455795815,3.55027877108944
-5.567534,36.750604,0,5.0,8.0,0,6300.0,17,-1.81380003419724,-0.968300106432086,-1.95284799048141
-6.14918,36.692,0,5.0,8.0,0,468.0,15,-1.65004830541875,-0.174090726297534,2.76088295418838
-5.708548,36.695035,1,4.8,41.0,0,5800.0,9,-1.48908992788578,-2.51109948737814,-0.288015613487317
-6.13589,36.69315,1,4.7,166.0,1,7200.0,8,0.887358827591527,-0.205981712123999,0.322860269896758
-6.13993,36.67895,1,4.5,48.0,0,1400.0,6,-1.06161678446931,-0.167663108629225,0.133796582081276
-0.09770904,40.17086661,1,4.6,140.0,0,2300.0,23,-1.489081750139,-0.436982610302583,0.0845251715705214
-0.4310859,39.8152946,0,,,0,530.0,20,-1.95508921873342,-1.10737749991665,0.153348672724716
-0.10649,39.93313,0,,,0,931.0,18,-1.67269647948784,-0.62412118130829,0.0165047244077618
-0.1644,40.15712,1,4.8,84.0,1,1600.0,16,-1.51774018778262,-0.482154149829011,0.796610357182212
-3.42202,39.23916,0,2.5,2.0,0,483.0,67,-0.559828849654511,1.30479562273637,-0.944392925742563
-3.02249,39.16105,0,,,0,,32,3.24161244963405,3.49986960502028,-1.03002600345038
-3.37024316,38.9982039,0,,,0,1100.0,32,-1.19160419229324,-0.403624650868173,0.279619328793567
-3.21417,39.3929,0,4.5,22.0,0,1400.0,31,7.45667372168764,-2.62948739078252,0.216271540249702
-3.81761,39.02066,1,4.7,89.0,0,5700.0,29,0.0231759023996047,-0.0371059435954761,-0.22919966799742
-3.38048,38.76496,1,4.7,113.0,1,821.0,29,0.0771789523733268,1.36986690568519,0.461321764361898
-3.60121,39.21403,0,,,0,113.0,29,-1.24459448668207,-1.39250407131124,-6.1449824599459
-2.78517,39.28597,1,4.7,68.0,0,8000.0,29,1.97135696884197,-1.34332501837567,0.415476746040957
-3.386554,38.937974,1,4.0,71.0,1,12600.0,28,6.68001098924995,-2.32468559235441,-0.18601909175521
-3.92945,38.97476,0,4.8,19.0,0,579.0,28,1.82145007496799,-0.610830692704117,0.0452932644605841
-3.46433,38.63996,1,5.0,115.0,1,1800.0,26,-1.38938173252388,0.110261740843859,1.88341680316642
-3.21751,39.38855,1,,,0,3700.0,26,2.81993296213947,1.98677922503324,-0.70302723438017
-3.395079,38.830235,1,,,0,12600.0,24,0.19625118362736,-0.919952659973908,0.574894722600359
-3.97891,39.00874897,0,4.8,19.0,0,579.0,24,-0.267593164070263,-0.190600443292052,0.0934297109632361
3.985291,39.0319997,1,,,0,9600.0,24,0.197654431128657,-2.9756773412392,-1.26088031916208
-2.94858,39.40439,0,5.0,5.0,0,,23,-1.77706470696616,-0.505450105261336,0.353150089852869
-3.38512,38.7664,1,,,0,6400.0,21,-1.37032712388321,-0.0309128476806557,0.117299949997001
-3.38282,38.76454,0,4.8,74.0,0,4000.0,21,-1.19189665538693,-0.0889001905272545,0.0255554785361829
-3.71004,38.88958,1,4.9,103.0,1,5900.0,20,2.11301315829383,-0.269639973425482,0.558937635968731
-3.01018294,39.16872844,1,3.4,5.0,0,,18,-1.47801173645352,0.162972506110819,0.328802747001469
-2.78835,39.28609,0,,,0,414.0,8,-1.54023667068226,-0.240742501267369,0.695527877877849
-3.5793395,38.8293937,0,4.7,42.0,0,5500.0,6,-0.473942247960575,-0.332300188249488,-0.700864371924445
-3.02464,39.14966,1,5.0,2.0,0,,6,-1.00111588900157,2.8451489475252,2.17791223927197
-4.65238,37.51033,1,4.7,93.0,1,3900.0,37,1.59519494360111,-0.572914648560126,0.692567651059029
-4.57471753,37.55972563,1,,,0,4400.0,34,-1.05523816814935,-0.701549148630965,0.717740848866384
-4.75086,37.57786,1,,,0,1500.0,31,2.33487096419822,1.22040020524554,-0.435600049522268
-4.55847612,37.5272138,1,4.7,43.0,0,2600.0,31,-0.991893229470627,0.490585927537285,-0.0821210572235311
-4.61256398,37.43620555,1,4.9,91.0,0,767.0,30,-1.17359767698577,-0.146703066122787,0.442987130338419
-4.63397,37.59066,0,5.0,2.0,0,1600.0,30,-0.527475739152093,0.250813845267744,0.0610302055702877
-4.61211,37.43578,1,,,0,3200.0,25,-1.34590566320911,-0.58170747783114,0.226954217650122
-4.65771,37.51435,0,5.0,9.0,0,,10,-1.56925030887742,-1.16334245863189,0.30966440383837
-8.29777391,43.21768283,0,4.6,85.0,0,472.0,36,-0.702252179111501,-0.24789061603723,-0.0751955530382099
-8.50913985,42.9125238,0,4.9,23.0,0,3000.0,32,-0.746303276807497,0.938916824456485,0.19400137503384
-8.40826,43.3569,1,,,0,575.0,30,-0.568424832559766,0.484610227757686,-0.424883011331096
-8.42532,42.7805,1,4.7,14.0,0,1400.0,23,-0.420350304683686,-0.0299849365686838,0.68008491685187
-8.40542,43.36425,1,,,0,5000.0,21,-1.77650727155139,-2.18166349617397,-0.449419905892357
-1.67629229,39.56698184,0,,,0,283.0,36,-0.934660712403708,0.466633795850823,-0.0137559803600247
-2.92736,39.73076,0,,,0,2800.0,28,7.94668697626119,-0.16697145813177,0.0149999917457221
-2.7602557,39.5690417,1,4.8,75.0,1,4500.0,22,-1.75009249170329,-1.76530885629684,-0.0822866371800928
-2.19687565,39.366475,1,4.3,20.0,0,2400.0,22,0.758688124177554,-0.651720514778514,-0.0678033214457334
-1.9535483,39.4399258,0,4.9,14.0,0,267.0,19,-0.227080510848496,1.5012280580581,0.488098623777118
-2.79688223,39.29990429,1,4.8,14.0,1,2100.0,19,-0.912157317129499,-0.475178599788008,0.220441943708263
-2.76358,39.38658,0,5.0,5.0,0,3300.0,18,-0.145304039680059,0.496043803280084,0.24917764218272
-1.71744,39.35671,0,4.3,7.0,0,2700.0,8,-1.69714051343627,-0.529745295988413,0.489120671166404
1.43156,38.91124,1,,,0,8900.0,6,-1.20831174208717,-0.220683441094753,-2.99193000166395
2.7542902,39.6533953,0,4.5,15.0,0,509.0,5,-3.13510912803192,-3.6432002491392,1.10710926231335
2.9217,42.37193,1,,,0,10600.0,33,-0.916145579467284,0.319183789472659,-0.0253864714971927
3.0937345,42.3255898,0,4.5,130.0,1,8400.0,26,1.65099711473198,-1.88758447987809,0.551650042449812
2.96435,42.25735,1,4.8,166.0,1,4500.0,23,-1.02367593558574,0.13951919945777,0.338125694651115
2.92386,42.37452,1,4.8,32.0,0,,26,-0.392457783175289,1.64753266225745,-0.919117036248212
3.06345,42.34524,1,4.9,381.0,0,1200.0,24,0.225785053847697,-0.304820753088221,0.498472965347068
3.00101,42.35991,0,4.7,20.0,0,263.0,21,-0.531259023277872,0.180016658392794,0.990881422121679
-3.1098818,36.8863182,1,4.5,781.0,1,6900.0,20,-0.780672250528845,-0.357596665072008,-0.0014078061279123
-3.5955,37.32835,0,4.8,31.0,0,3500.0,16,-1.34576550648163,-0.47140738561504,-0.008082549134591
-3.29928192,36.879439,1,4.9,34.0,1,3100.0,6,-1.91938705435361,-1.05144674295883,0.141987388310395
-3.29928192,36.879439,1,4.4,28.0,1,,6,-1.60133627422374,-0.8114466522364,0.53436667058895
-2.21999,43.30458,1,4.7,110.0,0,1500.0,25,-0.579442411109615,0.365528710958433,-0.228554893520147
-2.19895,43.29411,1,,,0,3700.0,21,2.18722923391833,-0.0623999112960134,0.898051667727226
-1.82399803,43.34965312,1,,,0,5800.0,18,0.36279542298361,0.846844121567656,-0.157404209208952
4.1397673,39.9337077,1,,,0,439.0,18,-0.370778840376377,-1.80909930982564,-0.785478001440401
-6.95287,37.26191,1,,,0,1200.0,40,-1.41708108385292,-0.0874882664862418,-0.103151090026363
-6.5966,37.30539,1,4.5,42.0,0,3100.0,30,0.13458015090956,0.190018179368203,0.865406750384331
-6.54806,37.38617,1,4.9,35.0,1,4600.0,27,-1.15654310171786,0.584193216889589,0.272224496475967
-6.47805,37.40028,0,4.5,13.0,0,1800.0,24,-1.5781124990117,-1.63994179444009,-0.27456952624444
-6.54192,37.33483,1,4.7,81.0,0,2700.0,21,-1.4207351921712,-0.265348227428353,0.325434008588895
-6.54191,37.34148,1,4.4,100.0,1,5000.0,13,0.204306709145864,1.16284284949485,0.436221654997817
-6.54812,37.38618,1,,,0,4600.0,5,-1.72091810091813,-0.42434497452128,0.277653739540347
0.11879,42.03916,1,4.8,42.0,0,3600.0,36,-1.18911961243078,0.0581014268789944,-0.0852573637582876
0.11723412,42.00515464,0,5.0,1.0,0,,29,-1.63337816341665,-0.719866704683195,-0.218670942369445
-0.4148508,42.1436594,1,4.5,18.0,0,2800.0,24,-0.686521891242413,0.816330099519457,-0.134637819409732
0.22401484,42.13909409,1,4.8,324.0,1,3600.0,24,0.0897588956765065,1.86225789713105,0.333672533280407
0.065619,42.070616,0,4.0,4.0,1,836.0,20,-1.35534140429694,-0.0705473087279584,-0.28720018345617
0.056724,39.0319997,1,4.7,19.0,0,3400.0,19,-1.37054235440055,-0.493937147486882,-0.203512772949984
0.214208,42.074341,0,,,0,529.0,18,-1.74244995082913,-0.445120998004656,0.286159871265367
-0.030128,42.139956,1,4.7,90.0,1,1000.0,18,-1.45277909942153,0.033543748405758,0.104058442492975
0.25713,42.01098,1,4.9,82.0,1,1900.0,17,-0.907371745554457,1.46274058345371,0.263359582522064
0.16857,42.14209,0,,,0,,15,-2.27681673654364,-2.08023975522639,0.220277911783745
-6.74982703,42.60581424,1,4.5,36.0,0,9300.0,33,-0.0967306514960609,-0.370681003600213,0.237234556047361
-5.61511,42.41819,1,,,0,3200.0,28,0.580655768159719,1.08206769427915,0.566705966173688
-6.75978,42.57973,0,4.9,32.0,0,239.0,28,-0.221416703176435,0.835708174483251,0.0449288835006459
-6.76237,42.59375,0,4.7,15.0,0,1000.0,26,-0.402587024136475,-0.867014189563085,0.50312204662578
-6.68478,42.64158,1,4.8,106.0,1,11600.0,25,0.237427789899758,0.63898361803419,0.0750933452110731
-6.8126946,42.69528203,1,4.9,22.0,0,3300.0,25,-0.871825806893388,0.771772222270518,-0.0940434165877323
-6.71644229,42.63284214,1,4.6,40.0,0,1700.0,24,-0.878247736404807,-0.376284554648899,0.0353340011473985
-6.7056,42.56506,1,,,0,4500.0,24,-1.11041128709175,-0.825660103536734,-0.104898402128772
-6.76565,42.59511,1,3.8,26.0,0,,24,-1.73907791949615,-1.59119242848036,-1.01091658969678
-5.24797,42.34774,1,4.5,86.0,0,193.0,21,-1.31473370327278,-0.0277760735301415,0.247197455713425
-6.50044421,42.59477704,1,,,0,1600.0,21,-1.59705926024017,-0.249642708230071,0.330704531094051
-6.76028,42.57819,0,,,0,,21,-1.49544422131418,-0.219423535737367,0.536426594656042
-4.98174984,42.40600005,0,4.8,9.0,0,4000.0,18,-1.70704995521307,-1.31376151668569,-0.230451853766023
-6.5793984,42.5547734,0,4.8,13.0,0,621.0,17,-0.674412271339244,1.23458017575389,0.238944837792737
-6.57225,42.54508,1,5.0,1.0,0,660.0,13,-1.82692182174711,-0.769773072759315,0.957681663402371
-6.5954467,42.60515705,1,4.6,24.0,0,693.0,13,-0.74944823065679,-0.347225313442814,0.56207387382844
-5.57525,42.31666,1,4.6,209.0,1,3700.0,12,-0.877754464151134,0.761679085667127,-0.296837609762462
-6.51952885,42.53702,1,4.9,68.0,1,3100.0,11,-1.01936882346836,-0.271934934045977,0.149910415803459
-5.47291,42.03147,0,4.9,22.0,0,2100.0,11,-1.51643211222754,0.043449408244424,0.245417578558692
-6.8126946,42.69528203,1,4.7,12.0,0,307.0,9,-1.67954139005416,-1.10929202141853,0.277438089108453
-6.77925,42.57676,0,4.8,17.0,0,481.0,8,-0.283525609828114,1.5752741908969,-0.763248954504919
-6.81886,42.41089,0,,,0,526.0,6,-0.882872119666796,2.00752600721122,1.00230146620227
-6.59945,42.55128,0,,,0,3700.0,5,-2.24564498503953,-2.15502352296862,0.575464176623409
0.56914,41.82589,0,,,0,,30,-1.66387854736537,-0.625441291067118,-0.107367519892898
0.96350321,41.72782151,0,4.7,14.0,0,1700.0,27,0.791562207882841,3.21628344386307,-2.22853745725845
0.91542924,41.3677677,1,4.7,109.0,1,8600.0,25,-0.775082411677456,0.0598254532129631,0.226411688061853
1.26879,41.58991,1,4.9,20.0,0,2600.0,16,-1.73133932562242,-0.740639187615942,-0.107617323003755
0.94736,41.38253,1,4.8,8.0,0,4300.0,12,-1.04235595490274,0.533780647132618,0.958350451444689
-2.86166,42.568,0,4.8,27.0,0,14100.0,49,4.67198142314537,0.785141286397269,-1.55400256255472
-2.5616234,42.4289697,0,4.7,96.0,0,345.0,46,2.59726667584327,0.993120378309222,-0.221380492434406
-2.56191,42.46766,1,,,0,1400.0,49,-0.758013493749536,-0.300922578236182,0.136393900408408
-2.42593,42.40388,0,4.1,44.0,0,,43,0.294369259134361,-2.64323451663998,-0.527177654053168
-2.51692774,42.488685,0,4.9,7.0,0,988.0,39,-1.13733254869818,-1.03955972707983,-0.0004660545122974
-2.41534,42.42607,0,,,0,,38,0.568067482873064,2.64731795820825,-2.4508318821799
-2.6852289,42.5011722,1,4.6,37.0,0,3800.0,37,-0.86235895238753,-0.64787433169366,0.10793462684007
-1.7563,42.17744,0,4.5,13.0,0,4000.0,37,2.75635472851813,1.58415791304059,-0.0738866644714055
-1.7531859,42.1760866,1,4.8,20.0,0,11600.0,37,0.361342133604798,0.510152835802087,-1.19551107917084
-2.40929,42.45974,1,4.6,89.0,1,8900.0,35,6.3778206072889,-2.79538753459709,-0.110096002125546
-2.75089,42.50075,0,4.6,42.0,1,2600.0,33,0.245032056582257,-0.890611124962523,-0.279118865581981
-1.8965,42.22402,1,4.5,36.0,0,3800.0,33,-0.50359909330794,0.0044710458660816,-0.0338356208181146
-2.58622,42.55914,0,4.6,16.0,0,3500.0,44,3.7067535452515,0.248903666743315,-0.496578972768259
-2.78668,42.54273,1,4.8,66.0,1,646.0,31,-0.180893447873134,1.41977234703866,0.270223619224557
-2.71233463,42.5698059,1,5.0,60.0,0,1700.0,31,-1.40550359450275,-0.814289458863268,-1.48540219609909
-2.7592,42.56228,1,4.8,48.0,1,2700.0,31,0.0964019397777424,-0.372888590217842,0.635660336181606
-2.81036,42.36795,1,5.0,354.0,1,4300.0,30,1.26818279702853,0.880980578096506,0.022037825555567
-2.8363137,42.563451,0,4.7,18.0,0,5400.0,29,-1.16212872862976,-0.329221318676179,-0.350521051745763
-2.7587262,42.5624217,1,4.8,55.0,0,2400.0,29,-0.844905493126929,-0.898684144179994,-2.56145345199377
-2.5684176,42.46379202,0,4.8,15.0,0,1200.0,28,0.218054484393158,-0.130519727032487,-0.0838351625684237
-2.70928,42.44499,1,4.7,33.0,0,,28,-1.36888722676021,0.163851965368903,0.0363509709031925
-2.4738,42.35587,1,4.7,91.0,1,3500.0,27,2.31118511141809,0.667274589036164,-0.231595574965052
-2.42662,42.47305,0,,,0,26800.0,27,1.29651722449515,0.0512853508060335,0.361432515985912
-2.78758,42.54347,0,4.1,27.0,0,8100.0,27,1.0929852689106,0.36941706385373,-0.157816896875029
-2.4934937,42.49795443,1,,,0,6800.0,27,1.61146920707373,0.117000288010222,-0.310322561871834
-2.56333,42.4657,1,4.7,104.0,0,2400.0,27,-0.32249726436285,-0.0588209219363301,-0.103901082192482
-2.7587262,42.5624217,0,,,0,,27,-1.5576529599668,-0.688312433216746,-0.125688995203499
-2.56949909,42.4867066,0,,,0,1100.0,26,-1.49778409538823,-0.252411961946553,-0.247454150675891
-2.8877928,42.4479948,0,4.6,36.0,0,5500.0,26,0.195752179224083,-0.545134075096928,0.0230071578122618
-1.88704,42.22958,0,4.8,12.0,0,1500.0,26,-0.893048098064505,0.394524554915939,-0.832498611124829
-2.23688,42.34783,0,4.6,17.0,0,428.0,25,-1.483735950813,-0.391778286286275,-0.180638867747713
-1.9030969,42.2228946,0,4.7,23.0,0,707.0,26,-0.132324510265981,0.250636920723888,-0.135917727266364
-1.75764,42.17933,0,4.5,10.0,0,440.0,25,-0.0216430117804208,1.91598102490102,-1.51061813851484
-2.760904,42.565252,0,4.7,11.0,0,1400.0,25,-0.95059655227195,0.443243654293954,0.212269938936555
-2.83167,42.54469,0,4.7,21.0,0,588.0,25,-1.18374099067849,0.476465008019049,-0.111558359792912
-2.9459867,42.5118917,1,,,0,6600.0,25,0.860679641631839,-0.64626724461135,-0.0212612541620984
-1.88752,42.22828,0,,,0,812.0,24,0.274124639757306,2.80587981033664,-0.639612215034977
-1.88837,42.22656,0,,,0,6300.0,24,0.789379026986186,0.367148055633119,0.456785384932362
-2.44415,42.46436,1,4.5,51.0,0,837.0,24,-1.27777059658454,-1.08688512138243,0.197593549760048
-2.6944867,42.4287945,1,4.9,27.0,0,5600.0,24,-0.699525492053925,1.14073955287132,-0.679955658539667
-1.8880546,42.2295873,1,4.0,8.0,0,454.0,24,1.56400785394405,2.66321959077595,-2.34510260414206
-2.71097,42.57272,0,4.4,8.0,0,400.0,24,-1.64621857305057,-0.323083883020399,0.217193024758709
-2.4173,42.4259,0,3.0,1.0,0,,23,-1.18274804415845,0.131764871234065,-0.402949724065214
-2.4482,42.46378,0,4.8,22.0,1,,23,-1.36622038222488,-0.78647091975741,-0.194110014133511
-2.8307543,42.6012036,1,4.7,94.0,1,5100.0,23,0.0810793813480571,0.199648584462969,-0.231728330841482
-2.9602984,42.5885996,1,4.8,58.0,0,3800.0,23,-1.61769572368036,-1.60067396433919,-0.519202095706689
-3.7509232,41.7595385,0,,,0,5500.0,23,-0.793337656812313,-0.490779370281029,-1.15246186803288
-2.32441,42.40289,1,4.8,59.0,0,2800.0,23,-0.135514701921466,-0.247414585524205,0.148724162132068
-1.967001,42.050151,0,4.6,41.0,0,400.0,23,0.0532754733564342,2.12185832696631,-0.568242674897485
-2.4506,42.46396,0,,,0,5100.0,22,-1.29445668965896,0.19760600067021,-0.1386208312452
-2.75702695,42.56389912,0,4.8,23.0,0,,22,-1.51310917494512,-0.584095818621918,0.579199316979731
-1.89083,42.23294,1,4.9,19.0,0,1800.0,22,0.903952731943976,-0.0780135250052806,-0.290745721433859
-2.44045,42.4941,1,,,0,870.0,22,-0.321033653787994,0.841501169047539,-0.647020389812886
-2.42493,42.40308,0,5.0,2.0,0,2100.0,22,-0.663734971065974,1.90133776247887,0.28574573015593
-4.96172,41.41856,0,4.8,26.0,0,6400.0,21,0.64503475597489,0.597543271323505,0.1373049395212
-2.71014,42.57137,0,4.9,28.0,0,1200.0,21,-1.00109453855088,0.677433994832521,-0.220416798905286
-2.71911,42.38674,1,4.0,4.0,0,,21,-1.97202964720458,-1.77580260632335,-0.85225631579844
-1.85037097,42.22506205,0,5.0,4.0,0,1000.0,21,0.22621869744192,0.159412580338898,-0.569174637079548
-1.8880546,42.2295873,1,4.0,8.0,0,454.0,21,-1.56831766467714,-0.605136151106376,0.141178145585063
-2.709911,42.57161,0,5.0,1.0,0,4400.0,21,-1.65069971879517,-0.188472508629815,5.4676240579448
-2.58600623,42.5585806,0,,,0,3700.0,21,-0.690976672557266,0.679976451532337,-0.212900053839859
-2.09243,42.31915,1,4.9,37.0,0,,21,-0.605398300893736,0.796899918938712,-0.446631832686819
-1.89150969,42.23326808,1,4.6,40.0,0,2600.0,20,-0.122737370904651,1.23810193182387,-1.11908943460527
-2.8270961,42.53960942,1,4.5,24.0,1,3000.0,20,-1.7490179875427,-1.79625153319586,-0.383462762738821
-2.09416432,42.319797,0,4.4,27.0,0,376.0,20,1.48220731302769,2.8794400235587,-0.701111776300908
-2.58553,42.55091,0,5.0,1.0,0,1500.0,20,-0.799371568831856,1.13721900471316,-0.331826599242563
-1.88871,42.23122,1,4.8,44.0,0,3100.0,20,-0.199586796948342,0.680806677728951,-0.388707406743244
-2.7612306,42.3348282,0,4.7,50.0,0,2300.0,19,-0.950503161419038,-0.0725942257274307,0.263471028940738
-2.70538,42.44322,0,4.8,26.0,0,1000.0,19,0.164714414388117,-0.533504985193823,0.0864387525857826
-2.7582617,42.5622341,0,4.5,20.0,0,23800.0,19,2.64757161196141,1.70856906066779,-0.0325085522371401
-2.8374,42.5412,1,5.0,8.0,1,393.0,18,-1.86353078427242,-0.873690243284833,0.120999150223358
-1.8861,42.22993,0,4.3,7.0,0,3500.0,17,-1.25104036463249,-0.511696511127489,0.303171309381374
-2.45755,42.4597,0,4.0,1.0,0,,15,-0.671175499289373,-1.46800485291723,1.16409116719575
-2.56664,42.43149,0,4.3,8.0,0,8100.0,15,0.0313085783828021,1.16489475106701,-1.55792409364855
-2.1164086,42.2995149,0,5.0,13.0,0,1100.0,15,-1.52618599033574,-0.723386518751269,-0.0651350419232892
-1.8863,42.2287,0,5.0,12.0,0,3600.0,14,2.71511398336706,1.89326365258614,-0.640694587528372
-2.52676,42.38471,0,4.9,32.0,0,4100.0,14,0.403523185173454,0.433054255504137,-0.413504531816824
-2.73005,42.41531,1,,,0,6000.0,14,-1.13139842912012,0.60712065429856,-0.111760048520912
-1.85174,42.23444,0,,,0,,13,-1.30537113239499,0.242510295538647,-0.12337572561056
-2.40721,42.46836,0,5.0,2.0,0,3700.0,12,-2.06335270966865,-1.82782640424967,-0.318286686746935
-2.5618,42.46765,1,4.8,4.0,0,255.0,11,-1.51341073800378,-0.443341118994968,0.602921495055109
-2.6263385,42.4042098,1,5.0,30.0,1,6500.0,11,-0.622395716710512,-0.162148311429816,-0.334808068709122
-2.48760349,42.3345725,1,5.0,2.0,0,7700.0,11,-1.16525194889372,-3.10693784350482,-0.915985525160458
-2.77328,42.43756,1,5.0,7.0,0,1700.0,10,-1.1355136449994,0.241760636167134,-0.661015113639319
-2.45498,42.45106,0,5.0,2.0,0,6100.0,10,-1.08070271042964,1.2548475250772,0.433902323909832
-2.7582617,42.5622341,1,4.7,27.0,0,21700.0,10,0.632111063105103,0.611379565713475,-0.857441171881094
-2.04991,42.22904,1,4.9,307.0,1,4000.0,9,-1.27854778503827,0.175598460739726,0.354648361223365
-2.80743,42.3689,0,4.8,21.0,0,4400.0,9,-0.997410519622534,0.459373005538109,-0.243519556934564
-2.44511,42.46209,1,,,0,724.0,9,-2.01941827634842,-1.31838583701497,-0.125879185455337
-2.7746,42.43855,1,4.0,2.0,0,,8,-2.00850440299382,-1.7794426291574,0.847891080717714
-2.82167,42.55054,1,5.0,1.0,0,963.0,8,-1.91876559539691,-1.6077370792725,-0.11839693719619
-2.46415,42.45474,1,,,0,1100.0,7,-1.92786410661647,-0.950737860387493,0.435218027886377
-2.75185,42.49955,1,4.8,684.0,1,7000.0,6,-0.668200397690461,0.816096813973535,-0.297300095021858
-2.85025876,42.58020517,0,5.0,96.0,1,,5,-0.481317650414707,0.297888079220635,-0.462480418255417
-7.770044,42.61008,1,,,0,6800.0,42,-0.29924670562269,0.618546427483546,-0.171980800248637
-7.8107491705731,42.61090765,0,5.0,4.0,0,1500.0,34,-1.2026604696928,0.228822830422354,0.0351615714927513
